FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14638278,14638278,POINT (16.361591212427314 48.14582327001798),Siedlung Blumental,Siedlung Blumental,"120,17A,200,210,66A,67A,67B,N66,N67",,11,https://anachb.vor.at?P=SQ&input=Wien%20Siedlung%20Blumental&start=1,
OEFFHALTESTOGD.14638279,14638279,POINT (16.33323141242393 48.15022257000823),Purkytgasse,Purkytgasse,"65A,66A,67B,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Purkytgasse&start=1,
OEFFHALTESTOGD.14638280,14638280,POINT (16.33323141242393 48.15022257000823),Purkytgasse,Purkytgasse,"65A,66A,67B,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Purkytgasse&start=1,
OEFFHALTESTOGD.14638281,14638281,POINT (16.3353334128174 48.149964869963114),Purkytgasse,Purkytgasse,"66A,67B,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Purkytgasse&start=1,
OEFFHALTESTOGD.14638282,14638282,POINT (16.3353334128174 48.149964869963114),Purkytgasse,Purkytgasse,"66A,67B,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Purkytgasse&start=1,
OEFFHALTESTOGD.14638283,14638283,POINT (16.373422011998063 48.17608946929745),Quellenplatz,Quellenplatz,"120,200,210,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Quellenplatz&start=1,
OEFFHALTESTOGD.14638284,14638284,POINT (16.373422011998063 48.17608946929745),Quellenplatz,Quellenplatz,"120,200,210,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Quellenplatz&start=1,
OEFFHALTESTOGD.14638285,14638285,POINT (16.37355681257187 48.175298769470615),Quellenplatz,Quellenplatz,"120,200,210,N66,N68",,11,https://anachb.vor.at?P=SQ&input=Wien%20Quellenplatz&start=1,
OEFFHALTESTOGD.14638286,14638286,POINT (16.37355681257187 48.175298769470615),Quellenplatz,Quellenplatz,"120,200,210,N66,N68",,11,https://anachb.vor.at?P=SQ&input=Wien%20Quellenplatz&start=1,
OEFFHALTESTOGD.14638287,14638287,POINT (16.36478921243042 48.15471746930421),Wienerfeld (Laxenburger Straße),Wienerfeld (Laxenburger Straße),"66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeld&start=1,
OEFFHALTESTOGD.14638288,14638288,POINT (16.36478921243042 48.15471746930421),Wienerfeld (Laxenburger Straße),Wienerfeld (Laxenburger Straße),"66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeld&start=1,
OEFFHALTESTOGD.14638289,14638289,POINT (16.364268212663983 48.15430996929288),Wienerfeld (Laxenburger Straße),Wienerfeld (Laxenburger Straße),"66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeld&start=1,
OEFFHALTESTOGD.14638290,14638290,POINT (16.364268212663983 48.15430996929288),Wienerfeld (Laxenburger Straße),Wienerfeld (Laxenburger Straße),"66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienerfeld&start=1,
OEFFHALTESTOGD.14638291,14638291,POINT (16.36746621304538 48.16293297009187),Laxenburger Straße/Sahulkastraße,Laxenburger Straße/Sahulkastraße,"66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20Straße/Sahulkastraße&start=1,
OEFFHALTESTOGD.14638292,14638292,POINT (16.36746621304538 48.16293297009187),Laxenburger Straße/Sahulkastraße,Laxenburger Straße/Sahulkastraße,"66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20Straße/Sahulkastraße&start=1,
OEFFHALTESTOGD.14638293,14638293,POINT (16.333348212770176 48.15159506981635),Willendorfer Gasse,Willendorfer Gasse,"65A,66A,67B,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Willendorfer%20Gasse&start=1,
OEFFHALTESTOGD.14638294,14638294,POINT (16.333348212770176 48.15159506981635),Willendorfer Gasse,Willendorfer Gasse,"65A,66A,67B,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Willendorfer%20Gasse&start=1,
OEFFHALTESTOGD.14638295,14638295,POINT (16.367672811878027 48.197787970109545),Resselgasse (Rilkeplatz),Resselgasse (Rilkeplatz),"N62,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Resselgasse&start=1,
OEFFHALTESTOGD.14638296,14638296,POINT (16.377527312025276 48.17323206977536),Reumannplatz (Davidgasse),Reumannplatz (Davidgasse),"227,66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.14638297,14638297,POINT (16.377527312025276 48.17323206977536),Reumannplatz (Davidgasse),Reumannplatz (Davidgasse),"227,66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.14638298,14638298,POINT (16.31685511182759 48.15095976960108),Alterlaa (Anton-Baumgartner-Straße),Alterlaa (Anton-Baumgartner-Straße),"60A,64A,66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.14638299,14638299,POINT (16.31685511182759 48.15095976960108),Alterlaa (Anton-Baumgartner-Straße),Alterlaa (Anton-Baumgartner-Straße),"60A,64A,66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.14638300,14638300,POINT (16.31707971202997 48.15028856973636),Alterlaa (Erlaaer Schleife),Alterlaa (Erlaaer Schleife),"64B,N64,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.14638301,14638301,POINT (16.31707971202997 48.15028856973636),Alterlaa (Erlaaer Schleife),Alterlaa (Erlaaer Schleife),"64B,N64,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.14638302,14638302,POINT (16.316405912272707 48.15112156936063),Alterlaa (Anton-Baumgartner-Straße),Alterlaa (Anton-Baumgartner-Straße),"60A,64A,66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.14638303,14638303,POINT (16.316405912272707 48.15112156936063),Alterlaa (Anton-Baumgartner-Straße),Alterlaa (Anton-Baumgartner-Straße),"60A,64A,66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.14638304,14638304,POINT (16.321068211783718 48.15194866929878),Steinsee,Steinsee,"66A,67B,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.14638305,14638305,POINT (16.321068211783718 48.15194866929878),Steinsee,Steinsee,"66A,67B,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.14638306,14638306,POINT (16.319873412264275 48.15194866926085),Steinsee,Steinsee,"64A,64B,66A,67B,N64,N66,N8",,10,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.14638307,14638307,POINT (16.319873412264275 48.15194866926085),Steinsee,Steinsee,"64A,64B,66A,67B,N64,N66,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.14638308,14638308,POINT (16.344110012426352 48.14831666950885),Sterngasse,Sterngasse,"66A,67A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.14638309,14638309,POINT (16.344110012426352 48.14831666950885),Sterngasse,Sterngasse,"66A,67A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.14638310,14638310,POINT (16.34569101218792 48.14855046952226),Sterngasse,Sterngasse,"66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.14638311,14638311,POINT (16.34569101218792 48.14855046952226),Sterngasse,Sterngasse,"66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Sterngasse&start=1,
OEFFHALTESTOGD.14638312,14638312,POINT (16.28118301293946 48.137712869556935),Schartlgasse,Schartlgasse,"66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Schartlgasse&start=1,
OEFFHALTESTOGD.14638313,14638313,POINT (16.28118301293946 48.137712869556935),Schartlgasse,Schartlgasse,"66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Schartlgasse&start=1,
OEFFHALTESTOGD.14638314,14638314,POINT (16.283725212909232 48.147399669560734),Rudolf-Zeller-Gasse,Rudolf-Zeller-Gasse,"56A,60A,66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Rudolf-Zeller-Gasse&start=1,
OEFFHALTESTOGD.14638315,14638315,POINT (16.283725212909232 48.147399669560734),Rudolf-Zeller-Gasse,Rudolf-Zeller-Gasse,"56A,60A,66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Rudolf-Zeller-Gasse&start=1,
OEFFHALTESTOGD.14638316,14638316,POINT (16.283788112346596 48.14751956923323),Rudolf-Zeller-Gasse,Rudolf-Zeller-Gasse,"58B,60A,66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Rudolf-Zeller-Gasse&start=1,
OEFFHALTESTOGD.14638317,14638317,POINT (16.283788112346596 48.14751956923323),Rudolf-Zeller-Gasse,Rudolf-Zeller-Gasse,"58B,60A,66A,N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Rudolf-Zeller-Gasse&start=1,
OEFFHALTESTOGD.14638318,14638318,POINT (16.37357471208524 48.18518806967241),Hauptbahnhof (Unterführung Laxenburger Straße),Hauptbahnhof (Unterführung Laxenburger Straße),N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hauptbahnhof&start=1,
OEFFHALTESTOGD.14638319,14638319,POINT (16.37357471208524 48.18518806967241),Hauptbahnhof (Unterführung Laxenburger Straße),Hauptbahnhof (Unterführung Laxenburger Straße),N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hauptbahnhof&start=1,
OEFFHALTESTOGD.14638320,14638320,POINT (16.373727412072615 48.185188069299315),Hauptbahnhof (Unterführung Laxenburger Straße),Hauptbahnhof (Unterführung Laxenburger Straße),N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hauptbahnhof&start=1,
OEFFHALTESTOGD.14638321,14638321,POINT (16.373727412072615 48.185188069299315),Hauptbahnhof (Unterführung Laxenburger Straße),Hauptbahnhof (Unterführung Laxenburger Straße),N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hauptbahnhof&start=1,
OEFFHALTESTOGD.14638322,14638322,POINT (16.3793868130364 48.168858669679786),Troststraße,Troststraße,"65A,66A,N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Troststraße&start=1,
OEFFHALTESTOGD.14638366,14638366,POINT (16.452024612488575 48.22965127012319),Erzherzog-Karl-Straße (Smolagasse),Erzherzog-Karl-Straße (Smolagasse),"94A,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.14638367,14638367,POINT (16.452024612488575 48.22965127012319),Erzherzog-Karl-Straße (Smolagasse),Erzherzog-Karl-Straße (Smolagasse),"94A,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Erzherzog-Karl-Straße&start=1,
OEFFHALTESTOGD.14638368,14638368,POINT (16.43995121238173 48.21218666937905),Donaustadtbrücke (Effenbergplatz),Donaustadtbrücke (Effenbergplatz),"92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtbrücke&start=1,
OEFFHALTESTOGD.14638369,14638369,POINT (16.43995121238173 48.21218666937905),Donaustadtbrücke (Effenbergplatz),Donaustadtbrücke (Effenbergplatz),"92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtbrücke&start=1,
OEFFHALTESTOGD.14638370,14638370,POINT (16.440023113101212 48.21245606992207),Donaustadtbrücke (Effenbergplatz),Donaustadtbrücke (Effenbergplatz),"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtbrücke&start=1,
OEFFHALTESTOGD.14638371,14638371,POINT (16.440023113101212 48.21245606992207),Donaustadtbrücke (Effenbergplatz),Donaustadtbrücke (Effenbergplatz),"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Donaustadtbrücke&start=1,
OEFFHALTESTOGD.14638372,14638372,POINT (16.432549112818187 48.21686756967215),Dampfschiffhaufen,Dampfschiffhaufen,"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.14638373,14638373,POINT (16.432549112818187 48.21686756967215),Dampfschiffhaufen,Dampfschiffhaufen,"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.14638374,14638374,POINT (16.432010112470707 48.217316570114654),Dampfschiffhaufen,Dampfschiffhaufen,"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.14638375,14638375,POINT (16.432010112470707 48.217316570114654),Dampfschiffhaufen,Dampfschiffhaufen,"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.14638376,14638376,POINT (16.425290712088934 48.222152569978356),Harrachgasse,Harrachgasse,"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Harrachgasse&start=1,
OEFFHALTESTOGD.14638377,14638377,POINT (16.425290712088934 48.222152569978356),Harrachgasse,Harrachgasse,"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Harrachgasse&start=1,
OEFFHALTESTOGD.14638378,14638378,POINT (16.42539851226438 48.22220646980723),Harrachgasse,Harrachgasse,"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Harrachgasse&start=1,
OEFFHALTESTOGD.14638379,14638379,POINT (16.42539851226438 48.22220646980723),Harrachgasse,Harrachgasse,"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Harrachgasse&start=1,
OEFFHALTESTOGD.14638380,14638380,POINT (16.440822612707002 48.216059569446756),Fischergrund,Fischergrund,"93A,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Fischergrund&start=1,
OEFFHALTESTOGD.14638381,14638381,POINT (16.440822612707002 48.216059569446756),Fischergrund,Fischergrund,"93A,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Fischergrund&start=1,
OEFFHALTESTOGD.14638382,14638382,POINT (16.44100231303645 48.21610746987996),Fischergrund,Fischergrund,"93A,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Fischergrund&start=1,
OEFFHALTESTOGD.14638383,14638383,POINT (16.44100231303645 48.21610746987996),Fischergrund,Fischergrund,"93A,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Fischergrund&start=1,
OEFFHALTESTOGD.14638384,14638384,POINT (16.41900251316761 48.22941786942302),Goethehof,Goethehof,"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Goethehof&start=1,
OEFFHALTESTOGD.14638385,14638385,POINT (16.41900251316761 48.22941786942302),Goethehof,Goethehof,"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Goethehof&start=1,
OEFFHALTESTOGD.14638386,14638386,POINT (16.419137312601407 48.22951956967072),Goethehof,Goethehof,"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Goethehof&start=1,
OEFFHALTESTOGD.14638387,14638387,POINT (16.419137312601407 48.22951956967072),Goethehof,Goethehof,"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Goethehof&start=1,
OEFFHALTESTOGD.14638388,14638388,POINT (16.415553012114998 48.23283466990956),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),"20A,92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.14638389,14638389,POINT (16.415553012114998 48.23283466990956),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),"20A,92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.14638390,14638390,POINT (16.415759612898597 48.232709069426775),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),"20A,92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.14638391,14638391,POINT (16.415759612898597 48.232709069426775),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),Kaisermühlen-VIC (Platz-der-Vereinten-Nationen),"20A,92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaisermühlen-VIC&start=1,
OEFFHALTESTOGD.14638392,14638392,POINT (16.424338512519316 48.22560586980672),Mendelssohngasse,Mendelssohngasse,"92A,92B,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Mendelssohngasse&start=1,
OEFFHALTESTOGD.14638393,14638393,POINT (16.424338512519316 48.22560586980672),Mendelssohngasse,Mendelssohngasse,"92A,92B,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Mendelssohngasse&start=1,
OEFFHALTESTOGD.14638394,14638394,POINT (16.440589012382535 48.22619226945616),Veitschiweg,Veitschiweg,"93A,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Veitschiweg&start=1,
OEFFHALTESTOGD.14638395,14638395,POINT (16.440589012382535 48.22619226945616),Veitschiweg,Veitschiweg,"93A,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Veitschiweg&start=1,
OEFFHALTESTOGD.14638396,14638396,POINT (16.44044531290722 48.22615047005608),Veitschiweg,Veitschiweg,"93A,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Veitschiweg&start=1,
OEFFHALTESTOGD.14638397,14638397,POINT (16.44044531290722 48.22615047005608),Veitschiweg,Veitschiweg,"93A,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Veitschiweg&start=1,
OEFFHALTESTOGD.14638398,14638398,POINT (16.440804613117106 48.221877269946006),Siedlung Einigkeit,Siedlung Einigkeit,"93A,N90",,12,https://anachb.vor.at?P=SQ&input=Wien%20Siedlung%20Einigkeit&start=1,
OEFFHALTESTOGD.14638399,14638399,POINT (16.440804613117106 48.221877269946006),Siedlung Einigkeit,Siedlung Einigkeit,"93A,N90",,13,https://anachb.vor.at?P=SQ&input=Wien%20Siedlung%20Einigkeit&start=1,
